sku,price_per_box,supervisor_target_boxes,brand_name_thai,brand_name_english,product_name_thai
737932,894.62,5,มิตรผล,Mitrphol,มิตรผลน้ำตาลทรายแดงเบเกอรี่1กก.
736140,832.67,48,มิตรผล,Mitrphol,มิตรผลน้ำตาลอ้อยผสมมะพร้าว(1กก.x20)
737114,632.38,7,มิตรผล,Mitrphol,มิตรผลน้ำตาลบริสุทธิ์STICK(6ก.x100x20)
738591,768.1,5,มิตรผล,Mitrphol,มิตรผลโลว์แคลชูการ์เบลนด์500ก.x36
990663,413.92,62,ดอร์โก้,Dorco,ดอร์โคมีดโกนดิสพอสซิเบิ้ลเบซ3รุ่น3ใบมีดx1(GT)
624049,278.05,21,อ.ส.ร,Aosoror,อสร.น้ำส้มสายชูกลั่น3ลิตร
624056,240.69,99,อ.ส.ร,Aosoror,อสร.น้ำส้มสายชูกลั่น5ลิตร
624163,193.14,5,อ.ส.ร,Aosoror,อสร น้ำมะนาว 1000 มล
624502,419.15,5,อ.ส.ร,Aosoror,อสร.น้ำส้มสายชูหมักข้าวหอมมะลิ700มล.
624114,175.96,94,อ.ส.ร,Aosoror,อสร.น้ำมะนาว700มล.
624106,199.2,6,อ.ส.ร,Aosoror,อสร.น้ำมะนาว250มล.
